"PlayerInGameID","PRID","PlayerID","ChampionID","ClubID","GameID","PlayerInGamePositionInGame","ChampionInGameSpecID","ChampionItemID","PlayerInGameID"
720,790,107,34,13,73,Mid Laner,93,73,720
100,779,314,68,20,10,Jungler,94,50,100
492,965,101,63,30,81,Mid Laner,95,97,492
167,518,209,70,34,17,Bot Laner,96,30,167
81,440,238,30,17,9,Mid Laner,97,50,81
669,640,163,68,39,66,Top Laner,98,95,669
819,308,248,5,39,54,Support,99,1,819
725,683,319,4,3,68,Mid Laner,100,44,725
187,913,9,48,38,19,Jungler,101,88,187
516,810,47,14,15,74,Mid Laner,102,44,516
44,349,90,90,9,5,Support,103,9,44
733,880,253,61,23,78,Bot Laner,104,78,733
152,695,75,15,31,15,Bot Laner,105,65,152
386,468,334,49,78,38,Bot Laner,107,80,386
31,303,227,34,7,4,Bot Laner,108,70,31
642,112,311,9,23,46,Jungler,109,32,642
573,663,181,23,1,67,Jungler,110,17,573
333,290,49,39,67,33,Jungler,111,12,333
166,391,6,85,34,17,Top Laner,112,24,166
583,226,195,41,32,50,Jungler,113,39,583
781,221,197,10,32,50,Top Laner,114,22,781
808,480,331,66,26,60,Mid Laner,116,31,808
289,567,125,54,58,28,Bot Laner,117,101,289
108,502,88,92,22,11,Top Laner,118,102,108
676,443,168,69,23,59,Jungler,120,46,676
784,537,216,89,30,62,Mid Laner,121,54,784
648,900,253,34,25,79,Support,122,29,648
427,463,3,6,27,60,Jungler,123,108,427
99,635,281,51,20,10,Bot Laner,125,82,99
441,61,316,80,19,44,Bot Laner,126,102,441
615,736,119,81,8,71,Top Laner,127,60,615
772,939,105,39,28,80,Jungler,128,43,772
879,723,114,81,6,86,Support,129,5,879
804,403,18,50,20,57,Support,130,46,804
17,114,194,65,4,2,Jungler,131,82,17
697,594,146,10,37,65,Support,132,107,697
180,851,100,88,36,18,Support,133,98,180
523,370,212,18,19,56,Top Laner,134,65,523
644,72,135,14,20,44,Support,135,14,644
266,425,191,47,54,26,Mid Laner,136,32,266
72,122,295,60,15,8,Support,137,81,72
837,733,231,62,7,70,Mid Laner,138,109,837
184,23,171,50,37,18,Support,139,52,184
650,56,124,72,18,44,Bot Laner,140,49,650
654,67,189,50,20,44,Support,141,96,654
393,746,312,59,79,39,Mid Laner,142,26,393
140,160,187,71,28,14,Mid Laner,144,69,140
407,696,278,89,82,40,Mid Laner,145,42,407
76,640,277,21,16,8,Mid Laner,146,29,76
666,192,90,65,28,48,Jungler,147,65,666
778,910,198,43,26,79,Jungler,148,29,778
891,312,166,51,9,87,Jungler,149,95,891
886,927,87,13,8,86,Jungler,150,106,886
49,127,308,30,10,5,Top Laner,151,52,49
378,837,271,36,76,37,Mid Laner,152,66,378
390,369,245,57,78,38,Top Laner,153,9,390
402,787,120,41,81,39,Mid Laner,154,79,402
647,461,209,10,26,60,Mid Laner,156,31,647
272,341,255,49,55,27,Support,157,43,272
144,852,266,79,29,14,Jungler,158,102,144
494,892,316,41,25,79,Top Laner,159,103,494
344,692,227,43,69,34,Mid Laner,160,74,344
526,823,62,59,16,74,Mid Laner,161,54,526
120,34,194,43,24,12,Mid Laner,162,68,120
416,753,231,22,84,41,Jungler,163,7,416
579,1,316,27,15,42,Mid Laner,164,70,579
464,806,30,44,15,74,Support,165,56,464
665,97,140,72,22,45,Bot Laner,166,41,665
88,845,94,22,18,9,Top Laner,167,52,88
643,430,238,10,22,58,Mid Laner,168,7,643
21,299,68,71,5,3,Bot Laner,169,19,21
136,286,278,47,28,14,Support,170,87,136
355,112,156,86,71,35,Support,171,11,355
260,67,204,44,52,26,Jungler,172,18,260
420,604,4,44,84,41,Bot Laner,173,22,420
631,645,258,59,40,66,Bot Laner,174,75,631
113,570,30,55,23,11,Bot Laner,176,5,113
7,26,339,61,2,1,Jungler,177,2,7
471,610,295,44,38,66,Jungler,178,2,471
371,879,262,26,75,36,Bot Laner,179,36,371
224,687,71,63,45,22,Top Laner,180,46,224
336,271,299,35,68,33,Top Laner,181,83,336
642,112,311,9,23,46,Jungler,182,29,642
135,624,213,63,27,13,Mid Laner,183,43,135
669,640,163,68,39,66,Top Laner,184,99,669
529,243,138,3,33,51,Bot Laner,185,26,529
38,91,164,28,8,4,Bot Laner,187,61,38
656,651,302,27,40,67,Jungler,189,15,656
90,559,232,32,18,9,Jungler,190,29,90
712,912,138,6,28,80,Support,191,31,712
236,686,99,78,47,23,Jungler,192,26,236
313,62,335,19,63,31,Bot Laner,193,98,313
431,316,276,74,40,54,Bot Laner,194,14,431
490,605,136,26,38,65,Bot Laner,195,74,490
526,823,62,59,16,74,Mid Laner,196,80,526
724,716,220,49,6,70,Jungler,197,77,724
801,426,284,70,22,58,Bot Laner,198,7,801
275,340,54,26,55,27,Jungler,199,39,275
324,348,259,80,65,32,Jungler,200,84,324
323,809,59,40,65,32,Bot Laner,201,90,323
664,441,193,90,23,58,Top Laner,202,83,664
640,345,232,84,18,56,Top Laner,203,79,640
711,876,297,14,22,77,Mid Laner,204,62,711
338,140,28,31,68,33,Jungler,205,97,338
831,325,250,28,15,55,Jungler,206,80,831
149,711,283,6,30,15,Mid Laner,207,95,149
732,348,162,35,18,56,Top Laner,208,75,732
879,723,114,81,6,86,Support,209,43,879
894,512,51,88,9,87,Support,210,88,894
661,277,195,73,36,52,Jungler,211,35,661
86,747,28,13,18,9,Mid Laner,212,59,86
653,559,199,81,32,63,Top Laner,213,87,653
158,930,304,75,32,16,Jungler,214,75,158
342,833,14,53,69,34,Bot Laner,215,5,342
457,890,246,26,23,78,Jungler,216,97,457
114,954,110,53,23,11,Jungler,217,19,114
510,739,290,72,8,71,Jungler,218,15,510
9,192,295,41,2,1,Support,219,36,9
189,234,12,59,38,19,Support,220,2,189
800,343,13,76,17,55,Support,221,75,800
597,997,65,31,33,83,Jungler,222,70,597
923,276,211,23,15,90,Top Laner,223,15,923
253,464,189,9,51,25,Support,224,22,253
465,707,150,22,6,69,Top Laner,225,44,465
65,66,30,45,13,7,Bot Laner,226,85,65
235,143,134,21,47,23,Bot Laner,227,61,235
915,325,302,67,13,89,Bot Laner,228,84,915
729,96,63,50,22,45,Jungler,229,7,729
442,891,92,7,24,78,Jungler,230,82,442
216,344,265,44,44,22,Bot Laner,232,84,216
266,425,191,47,54,26,Mid Laner,233,26,266
65,66,30,45,13,7,Bot Laner,234,22,65
809,937,301,69,28,80,Support,235,67,809
514,660,84,67,1,67,Bot Laner,236,104,514
113,570,30,55,23,11,Bot Laner,237,2,113
881,592,147,51,7,86,Bot Laner,239,61,881
159,985,13,36,32,16,Mid Laner,240,24,159
547,720,319,29,7,70,Top Laner,241,10,547
229,996,294,42,46,23,Support,242,23,229
149,711,283,6,30,15,Mid Laner,243,103,149
60,135,190,57,12,6,Bot Laner,244,97,60
405,401,60,46,81,40,Bot Laner,245,71,405
750,728,41,67,7,70,Mid Laner,246,68,750
582,708,141,29,6,69,Bot Laner,247,79,582
455,738,128,46,8,70,Top Laner,248,75,455
702,479,56,3,26,60,Support,249,19,702
225,903,64,38,45,22,Bot Laner,250,9,225
370,178,52,88,74,36,Top Laner,251,105,370
190,593,94,77,38,19,Top Laner,252,52,190
804,403,18,50,20,57,Support,253,66,804
159,985,13,36,32,16,Mid Laner,254,85,159
629,60,126,55,19,44,Support,255,14,629
121,523,99,40,25,12,Support,256,6,121
153,98,340,37,31,15,Jungler,257,98,153
630,971,152,69,30,81,Top Laner,258,24,630
161,829,190,22,33,16,Top Laner,259,76,161
833,840,277,36,18,75,Support,260,43,833
62,578,209,38,13,7,Mid Laner,261,98,62
514,660,84,67,1,67,Bot Laner,262,22,514
890,54,323,4,8,87,Top Laner,263,24,890
550,20,88,47,16,42,Mid Laner,264,109,550
919,999,289,22,14,89,Top Laner,265,16,919
588,691,264,25,4,68,Jungler,266,38,588
115,871,338,32,23,11,Mid Laner,267,70,115
228,1,333,62,46,23,Top Laner,268,14,228
597,997,65,31,33,83,Jungler,269,86,597
349,780,275,73,70,34,Mid Laner,270,41,349
901,804,39,37,11,88,Jungler,271,13,901
654,67,189,50,20,44,Support,272,20,654
436,300,235,13,38,53,Bot Laner,273,104,436
489,552,226,15,32,63,Top Laner,274,27,489
470,85,291,33,21,45,Top Laner,275,55,470
400,961,300,25,80,39,Top Laner,276,22,400
784,537,216,89,30,62,Mid Laner,277,24,784
791,908,83,73,25,79,Bot Laner,278,66,791
711,876,297,14,22,77,Mid Laner,279,36,711
824,913,19,56,26,79,Support,280,94,824
861,422,82,20,3,84,Bot Laner,281,76,861
840,252,3,53,34,51,Bot Laner,282,72,840
455,738,128,46,8,70,Top Laner,283,78,455
165,48,32,45,33,16,Support,284,69,165
799,94,53,38,21,45,Mid Laner,285,95,799
895,651,28,34,9,87,Top Laner,286,93,895
151,437,125,49,31,15,Top Laner,288,32,151
825,931,105,68,28,80,Top Laner,289,10,825
409,900,231,77,82,40,Top Laner,290,19,409
348,501,248,88,70,34,Top Laner,291,35,348
712,912,138,6,28,80,Support,292,10,712
369,103,220,54,74,36,Support,293,68,369
537,776,18,57,12,72,Top Laner,294,21,537
443,270,279,13,35,52,Mid Laner,296,63,443
602,582,149,20,35,64,Bot Laner,297,36,602
761,288,280,26,38,53,Top Laner,298,103,761
669,640,163,68,39,66,Top Laner,299,43,669
569,249,323,56,33,51,Jungler,300,12,569
620,795,194,48,14,73,Top Laner,301,75,620
448,815,8,72,16,74,Mid Laner,302,92,448
744,952,200,28,29,81,Jungler,303,17,744
488,533,333,31,31,62,Support,304,65,488
288,388,110,70,58,28,Top Laner,305,63,288
371,879,262,26,75,36,Bot Laner,306,51,371
544,361,176,3,18,56,Jungler,307,101,544
55,95,21,76,11,6,Bot Laner,308,93,55
525,13,201,63,15,42,Jungler,309,56,525
736,800,104,28,14,73,Support,310,97,736
354,617,214,39,71,35,Mid Laner,311,75,354
675,837,1,35,18,75,Bot Laner,312,102,675
461,571,207,89,34,64,Jungler,313,100,461
465,707,150,22,6,69,Top Laner,314,55,465
385,917,189,53,77,38,Top Laner,315,86,385
415,717,160,41,83,41,Bot Laner,316,61,415
753,347,191,53,17,56,Jungler,317,86,753
466,466,230,67,27,61,Jungler,318,50,466
804,403,18,50,20,57,Support,319,57,804
747,211,200,7,32,50,Top Laner,320,44,747
324,348,259,80,65,32,Jungler,321,93,324
89,189,307,52,18,9,Bot Laner,322,68,89
415,717,160,41,83,41,Bot Laner,323,107,415
436,300,235,13,38,53,Bot Laner,324,32,436
444,458,59,74,25,59,Support,325,22,444
585,417,313,52,21,58,Support,326,43,585
267,364,205,80,54,26,Support,327,15,267
642,112,311,9,23,46,Jungler,328,67,642
193,426,192,3,39,19,Mid Laner,329,68,193
89,189,307,52,18,9,Bot Laner,330,84,89
5,710,151,27,1,1,Top Laner,331,81,5
38,91,164,28,8,4,Bot Laner,332,56,38
260,67,204,44,52,26,Jungler,333,5,260
62,578,209,38,13,7,Mid Laner,334,24,62
439,179,83,36,27,48,Support,335,73,439
564,160,213,22,26,47,Jungler,336,92,564
79,443,58,48,16,8,Bot Laner,337,95,79
94,199,214,90,19,10,Bot Laner,338,15,94
895,651,28,34,9,87,Top Laner,339,64,895
286,157,107,92,58,28,Mid Laner,340,100,286
162,356,319,39,33,16,Bot Laner,341,87,162
159,985,13,36,32,16,Mid Laner,342,33,159
616,851,193,37,21,77,Bot Laner,343,44,616
464,806,30,44,15,74,Support,344,93,464
362,680,302,49,73,36,Bot Laner,345,18,362
691,898,334,54,24,78,Mid Laner,346,104,691
229,996,294,42,46,23,Support,347,91,229
158,930,304,75,32,16,Jungler,348,74,158
139,94,217,34,28,14,Jungler,349,109,139
57,496,215,29,12,6,Mid Laner,350,2,57
115,871,338,32,23,11,Mid Laner,352,76,115
419,395,305,30,84,41,Top Laner,353,79,419
169,563,40,60,34,17,Mid Laner,354,100,169
636,646,53,62,40,67,Bot Laner,355,43,636
690,47,270,78,18,43,Jungler,356,90,690
883,428,336,36,7,86,Mid Laner,357,104,883
365,728,102,78,73,36,Support,358,3,365
232,196,163,83,47,23,Mid Laner,359,5,232
119,527,213,4,24,12,Jungler,360,27,119
326,394,146,34,66,32,Top Laner,361,95,326
191,393,39,10,39,19,Bot Laner,362,78,191
10,705,24,44,2,1,Top Laner,363,60,10
102,242,319,27,21,10,Support,364,15,102
91,177,208,84,19,10,Mid Laner,365,32,91
537,776,18,57,12,72,Top Laner,366,23,537
313,62,335,19,63,31,Bot Laner,367,38,313
75,621,323,14,15,8,Jungler,368,80,75
73,400,292,90,15,8,Top Laner,369,86,73
475,922,260,75,27,80,Bot Laner,370,57,475
168,463,256,63,34,17,Jungler,371,109,168
403,820,264,68,81,40,Top Laner,372,41,403
535,150,100,82,25,47,Jungler,373,88,535
604,520,281,5,30,62,Mid Laner,374,4,604
164,238,84,18,33,16,Mid Laner,375,36,164
492,965,101,63,30,81,Mid Laner,376,68,492
754,283,189,61,37,52,Mid Laner,377,23,754
381,31,73,73,77,37,Bot Laner,378,32,381
834,618,178,25,38,66,Top Laner,379,1,834
514,660,84,67,1,67,Bot Laner,380,68,514
147,778,15,63,30,15,Bot Laner,381,96,147
861,422,82,20,3,84,Bot Laner,382,102,861
539,978,95,38,31,82,Jungler,383,26,539
537,776,18,57,12,72,Top Laner,384,73,537
119,527,213,4,24,12,Jungler,385,102,119
170,173,133,29,34,17,Support,387,12,170
84,399,59,4,17,9,Bot Laner,388,11,84
550,20,88,47,16,42,Mid Laner,389,12,550
785,457,171,61,25,59,Support,390,32,785
425,814,199,19,85,42,Bot Laner,391,49,425
838,210,244,30,31,50,Support,392,49,838
391,736,235,58,79,38,Bot Laner,393,12,391
730,186,234,18,27,48,Mid Laner,394,12,730
416,753,231,22,84,41,Jungler,395,30,416
719,76,138,67,21,45,Jungler,396,26,719
345,204,176,62,69,34,Support,399,30,345
603,727,117,46,7,70,Jungler,400,42,603
846,447,312,8,24,59,Jungler,401,49,846
293,314,25,66,59,29,Bot Laner,402,59,293
96,307,310,22,20,10,Mid Laner,403,1,96
560,63,21,59,20,44,Mid Laner,404,91,560
847,903,314,51,25,79,Mid Laner,405,80,847
28,895,111,63,6,3,Mid Laner,406,56,28
103,365,214,74,21,10,Top Laner,407,57,103
915,325,302,67,13,89,Bot Laner,408,33,915
85,904,1,8,17,9,Jungler,410,17,85
1,397,338,79,1,1,Bot Laner,411,72,1
552,979,213,54,31,82,Top Laner,412,78,552
295,870,108,50,59,29,Mid Laner,413,71,295
673,496,128,63,27,60,Support,414,11,673
690,47,270,78,18,43,Jungler,415,47,690
656,651,302,27,40,67,Jungler,416,107,656
877,389,235,55,6,85,Jungler,417,58,877
872,923,25,32,5,85,Jungler,418,14,872
593,121,229,31,23,46,Jungler,419,57,593
319,625,75,43,64,31,Jungler,420,48,319
482,811,19,8,15,74,Mid Laner,421,85,482
759,448,121,27,24,59,Mid Laner,422,99,759
703,980,275,38,32,82,Top Laner,423,90,703
496,500,137,5,28,61,Mid Laner,424,7,496
797,95,274,53,22,45,Jungler,425,107,797
545,961,114,20,30,81,Mid Laner,426,77,545
318,166,268,30,64,31,Top Laner,427,106,318
436,300,235,13,38,53,Bot Laner,428,62,436
872,923,25,32,5,85,Jungler,429,49,872
493,419,115,54,22,58,Support,430,41,493
322,346,251,54,65,32,Top Laner,431,48,322
626,135,340,42,24,46,Bot Laner,432,106,626
457,890,246,26,23,78,Jungler,433,50,457
548,464,62,6,25,59,Bot Laner,434,54,548
310,163,217,72,62,31,Mid Laner,435,59,310
908,853,329,67,12,88,Support,436,59,908
780,661,120,86,1,67,Support,437,48,780
864,9,49,63,3,84,Support,438,28,864
825,931,105,68,28,80,Top Laner,439,10,825
110,373,148,48,22,11,Jungler,440,94,110
88,845,94,22,18,9,Top Laner,441,73,88
724,716,220,49,6,70,Jungler,442,7,724
487,747,278,60,9,71,Mid Laner,443,41,487
298,828,306,53,60,29,Bot Laner,444,37,298
692,2,310,81,15,42,Support,445,24,692
177,514,124,39,36,18,Bot Laner,446,35,177
421,955,64,49,85,41,Jungler,447,71,421
416,753,231,22,84,41,Jungler,448,96,416
556,918,295,54,27,79,Support,449,89,556
769,369,330,64,18,56,Mid Laner,450,94,769
89,189,307,52,18,9,Bot Laner,451,33,89
85,904,1,8,17,9,Jungler,452,26,85
8,419,282,51,2,1,Mid Laner,453,19,8
288,388,110,70,58,28,Top Laner,454,89,288
329,693,175,85,66,32,Mid Laner,455,52,329
416,753,231,22,84,41,Jungler,456,70,416
662,702,132,87,5,69,Mid Laner,457,33,662
775,586,88,16,35,64,Support,458,9,775
603,727,117,46,7,70,Jungler,459,60,603
693,342,78,61,17,55,Top Laner,460,82,693
253,464,189,9,51,25,Support,461,16,253
164,238,84,18,33,16,Mid Laner,462,62,164
666,192,90,65,28,48,Jungler,463,94,666
629,60,126,55,19,44,Support,464,84,629
324,348,259,80,65,32,Jungler,465,85,324
811,859,108,53,21,77,Bot Laner,466,4,811
578,429,200,92,22,58,Jungler,467,3,578
233,752,335,28,47,23,Support,468,42,233
119,527,213,4,24,12,Jungler,469,92,119
433,911,339,28,26,79,Mid Laner,470,65,433
488,533,333,31,31,62,Support,471,36,488
876,537,79,87,6,85,Bot Laner,472,62,876
619,432,257,48,24,59,Support,473,71,619
727,100,63,54,23,46,Top Laner,474,11,727
145,93,68,61,29,14,Mid Laner,475,76,145
827,515,152,51,29,61,Mid Laner,476,105,827
701,768,130,56,11,72,Mid Laner,477,104,701
84,399,59,4,17,9,Bot Laner,478,33,84
294,380,218,20,59,29,Jungler,479,74,294
631,645,258,59,40,66,Bot Laner,480,93,631
36,631,129,4,8,4,Jungler,481,44,36
56,461,240,19,12,6,Jungler,482,18,56
424,896,49,18,85,42,Top Laner,483,72,424
723,431,307,12,23,58,Bot Laner,484,2,723
575,754,264,82,10,71,Support,485,67,575
282,557,112,60,57,28,Support,486,47,282
390,369,245,57,78,38,Top Laner,487,109,390
680,698,146,19,5,69,Bot Laner,488,1,680
382,118,258,70,77,37,Jungler,489,33,382
380,919,162,3,76,37,Top Laner,490,52,380
460,101,36,63,25,47,Top Laner,491,92,460
9,192,295,41,2,1,Support,492,34,9
913,17,8,15,13,89,Support,493,54,913
126,424,94,74,26,13,Support,494,93,126
283,859,315,28,57,28,Top Laner,495,74,283
333,290,49,39,67,33,Jungler,496,25,333
602,582,149,20,35,64,Bot Laner,497,73,602
678,212,178,25,31,50,Support,498,22,678
191,393,39,10,39,19,Bot Laner,499,9,191
552,979,213,54,31,82,Top Laner,500,84,552
280,237,296,24,56,28,Jungler,501,45,280
488,533,333,31,31,62,Support,502,99,488
426,941,263,92,30,81,Bot Laner,503,89,426
598,508,247,59,29,61,Top Laner,504,41,598
746,340,265,38,16,55,Support,505,25,746
619,432,257,48,24,59,Support,507,17,619
643,430,238,10,22,58,Mid Laner,508,71,643
121,523,99,40,25,12,Support,509,79,121
327,329,130,4,66,32,Bot Laner,510,23,327
555,301,178,47,38,53,Mid Laner,511,61,555
329,693,175,85,66,32,Mid Laner,512,27,329
572,884,187,32,23,78,Bot Laner,513,77,572
339,498,97,49,68,33,Mid Laner,514,24,339
340,149,128,19,68,33,Support,515,53,340
90,559,232,32,18,9,Jungler,516,107,90
359,6,225,22,72,35,Mid Laner,517,97,359
770,735,64,7,8,70,Support,518,65,770
121,523,99,40,25,12,Support,519,21,121
767,989,113,79,32,82,Bot Laner,520,44,767
360,474,318,92,72,35,Support,521,104,360
413,893,281,88,83,40,Support,522,96,413
118,267,224,74,24,12,Bot Laner,523,68,118
375,649,200,36,75,37,Support,524,100,375
510,739,290,72,8,71,Jungler,525,60,510
288,388,110,70,58,28,Top Laner,526,34,288
524,65,194,44,20,44,Bot Laner,527,54,524
839,570,291,4,34,64,Top Laner,528,89,839
664,441,193,90,23,58,Top Laner,529,48,664
629,60,126,55,19,44,Support,530,32,629
623,381,47,66,19,57,Mid Laner,531,28,623
778,910,198,43,26,79,Jungler,532,24,778
495,564,309,18,33,63,Bot Laner,533,76,495
376,304,142,30,76,37,Bot Laner,534,97,376
784,537,216,89,30,62,Mid Laner,535,14,784
753,347,191,53,17,56,Jungler,536,4,753
838,210,244,30,31,50,Support,537,41,838
885,27,323,83,7,86,Top Laner,538,12,885
128,390,266,38,26,13,Bot Laner,539,66,128
503,592,257,75,36,65,Top Laner,540,62,503
469,675,21,29,2,68,Support,541,104,469
850,437,69,59,23,58,Bot Laner,542,42,850
614,191,331,70,28,48,Support,543,64,614
823,767,196,57,11,72,Mid Laner,544,24,823
719,76,138,67,21,45,Jungler,545,78,719
562,692,180,10,4,69,Top Laner,546,52,562
899,882,96,77,10,87,Top Laner,547,28,899
252,745,80,15,51,25,Mid Laner,548,9,252
27,280,229,38,6,3,Jungler,549,2,27
333,290,49,39,67,33,Jungler,550,28,333
278,619,95,85,56,27,Top Laner,551,33,278
98,327,204,8,20,10,Top Laner,552,52,98
550,20,88,47,16,42,Mid Laner,553,81,550
162,356,319,39,33,16,Bot Laner,554,43,162
927,485,281,34,16,90,Support,555,32,927
389,763,249,16,78,38,Support,556,33,389
288,388,110,70,58,28,Top Laner,558,43,288
639,603,95,71,37,65,Support,559,75,639
706,566,324,82,33,63,Mid Laner,560,61,706
486,780,228,45,12,73,Jungler,561,101,486
813,371,43,73,19,56,Mid Laner,562,7,813
601,318,172,73,40,54,Top Laner,563,29,601
734,524,263,34,30,62,Jungler,564,78,734
608,93,90,31,21,45,Mid Laner,565,64,608
40,221,320,87,8,4,Top Laner,566,88,40
123,595,238,23,25,12,Bot Laner,567,14,123
768,240,59,9,33,51,Jungler,568,4,768
747,211,200,7,32,50,Top Laner,569,11,747
34,145,183,49,7,4,Support,571,78,34
311,405,42,84,63,31,Support,572,61,311
122,69,244,79,25,12,Top Laner,573,79,122
279,886,118,90,56,28,Bot Laner,574,84,279
30,402,151,61,6,3,Top Laner,575,104,30
738,156,154,9,26,47,Bot Laner,576,47,738
154,610,138,78,31,15,Mid Laner,577,101,154
639,603,95,71,37,65,Support,579,53,639
766,822,261,32,16,74,Top Laner,580,83,766
23,337,231,80,5,3,Mid Laner,581,5,23
100,779,314,68,20,10,Jungler,582,33,100
920,370,130,65,14,90,Bot Laner,583,62,920
649,502,340,56,29,61,Top Laner,584,58,649
272,341,255,49,55,27,Support,585,45,272
852,524,275,42,1,83,Jungler,586,107,852
